"id","coverage","age","wage","cit","mar","educ","race","esr"
5104,"No Coverage",28,0,"Citizen","Divorced","Less than HS","White","Employed Civilian"
5105,"No Coverage",25,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
5106,"No Coverage",40,0,"Non-citizen","Married","HS Degree","Asian","Not in Labor Force"
5107,"No Coverage",40,0,"Non-citizen","Married","Undergraduate Degree","Asian","Employed Civilian"
5108,"No Coverage",58,0,"Citizen","Widowed","Undergraduate Degree","White","Employed Civilian"
5109,"No Coverage",52,0,"Citizen","Married","HS Degree","White","Employed Civilian"
5110,"No Coverage",51,0,"Citizen","Married","HS Degree","White","Employed Civilian"
5111,"No Coverage",23,0,"Non-citizen","Never Married","Less than HS","Other","Employed Civilian"
5112,"No Coverage",28,0,"Non-citizen","Never Married","HS Degree","Other","Employed Civilian"
5113,"No Coverage",20,0,"Non-citizen","Never Married","Less than HS","Other","Employed Civilian"
5114,"No Coverage",57,0,"Citizen","Divorced","Less than HS","White","Employed Civilian"
5115,"No Coverage",45,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
5116,"No Coverage",54,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
5117,"No Coverage",24,0,"Non-citizen","Divorced","HS Degree","Other","Employed Civilian"
5118,"No Coverage",19,0,"Non-citizen","Never Married","HS Degree","Other","Employed Civilian"
5119,"No Coverage",53,0,"Citizen","Divorced","HS Degree","White","Unemployed"
5120,"No Coverage",35,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
5121,"No Coverage",25,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
5122,"No Coverage",43,0,"Citizen","Never Married","Undergraduate Degree","Black","Unemployed"
5123,"No Coverage",56,0,"Citizen","Divorced","HS Degree","Black","Not in Labor Force"
5124,"No Coverage",37,0,"Citizen","Divorced","Less than HS","White","Unemployed"
5125,"No Coverage",59,0,"Citizen","Married","HS Degree","White","Unemployed"
5126,"No Coverage",62,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
5127,"No Coverage",20,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
5128,"No Coverage",20,0,"Non-citizen","Never Married","HS Degree","Other","Employed Civilian"
5129,"No Coverage",54,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
5130,"No Coverage",30,0,"Citizen","Never Married","HS Degree","Asian","Employed Civilian"
5131,"No Coverage",33,0,"Citizen","Married","HS Degree","Black","Unemployed"
5132,"No Coverage",30,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
5133,"No Coverage",24,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
5134,"No Coverage",45,0,"Citizen","Married","HS Degree","White","Employed Civilian"
5135,"No Coverage",39,0,"Citizen","Married","HS Degree","White","Employed Civilian"
5136,"No Coverage",35,0,"Non-citizen","Never Married","Less than HS","Other","Unemployed"
5137,"No Coverage",19,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
5138,"No Coverage",44,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
5139,"No Coverage",27,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
5140,"No Coverage",30,0,"Citizen","Divorced","HS Degree","Black","Unemployed"
5141,"No Coverage",36,0,"Non-citizen","Never Married","HS Degree","White","Employed Civilian"
5142,"No Coverage",23,0,"Non-citizen","Never Married","HS Degree","White","Employed Civilian"
5143,"No Coverage",22,0,"Non-citizen","Never Married","HS Degree","White","Employed Civilian"
5144,"No Coverage",34,0,"Non-citizen","Never Married","HS Degree","White","Employed Civilian"
5145,"No Coverage",27,0,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
5146,"No Coverage",29,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
5147,"No Coverage",20,0,"Citizen","Married","HS Degree","White","Employed Civilian"
5148,"No Coverage",32,0,"Citizen","Married","HS Degree","Black","Not in Labor Force"
5149,"No Coverage",22,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
5150,"No Coverage",59,0,"Citizen","Divorced","Undergraduate Degree","Asian","Employed Civilian"
5151,"No Coverage",25,0,"Non-citizen","Never Married","Less than HS","White","Employed Civilian"
5152,"No Coverage",23,0,"Non-citizen","Never Married","Less than HS","White","Employed Civilian"
5153,"No Coverage",38,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
5154,"No Coverage",19,0,"Citizen","Never Married","Less than HS","White","Unemployed"
5155,"No Coverage",28,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
5156,"No Coverage",67,0,"Non-citizen","Married","Less than HS","White","Not in Labor Force"
5157,"No Coverage",60,0,"Citizen","Married","HS Degree","White","Employed Civilian"
5158,"No Coverage",22,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
5159,"No Coverage",18,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
5160,"No Coverage",58,0,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
5161,"No Coverage",57,0,"Citizen","Divorced","Less than HS","White","Unemployed"
5162,"No Coverage",46,0,"Citizen","Divorced","HS Degree","Black","Employed Civilian"
5163,"No Coverage",26,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
5164,"No Coverage",24,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
5165,"No Coverage",34,0,"Non-citizen","Married","HS Degree","Other","Employed Civilian"
5166,"No Coverage",32,0,"Non-citizen","Married","HS Degree","Other","Not in Labor Force"
5167,"No Coverage",34,0,"Citizen","Married","HS Degree","Black","Not in Labor Force"
5168,"No Coverage",28,0,"Citizen","Divorced","HS Degree","Two or More","Employed Civilian"
5169,"No Coverage",24,0,"Citizen","Never Married","Less than HS","White","Employed Civilian"
5170,"No Coverage",43,0,"Citizen","Divorced","HS Degree","Black","Not in Labor Force"
5171,"No Coverage",61,0,"Citizen","Widowed","Less than HS","White","Employed Civilian"
5172,"No Coverage",25,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
5173,"No Coverage",23,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
5174,"No Coverage",40,0,"Citizen","Never Married","HS Degree","Black","Unemployed"
5175,"No Coverage",30,0,"Citizen","Married","Less than HS","White","Unemployed"
5176,"No Coverage",43,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
5177,"No Coverage",58,0,"Citizen","Married","Undergraduate Degree","Asian","Employed Civilian"
5178,"No Coverage",31,0,"Citizen","Never Married","HS Degree","Asian","Not in Labor Force"
5179,"No Coverage",34,0,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
5180,"No Coverage",55,0,"Citizen","Widowed","Undergraduate Degree","White","Employed Civilian"
5181,"No Coverage",19,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
5182,"No Coverage",53,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
5183,"No Coverage",48,0,"Non-citizen","Married","Undergraduate Degree","Asian","Employed Civilian"
5184,"No Coverage",43,0,"Non-citizen","Married","Undergraduate Degree","Asian","Employed Civilian"
5185,"No Coverage",18,0,"Non-citizen","Never Married","HS Degree","Asian","Not in Labor Force"
5186,"No Coverage",17,0,"Non-citizen","Never Married","Less than HS","Asian","Not in Labor Force"
5187,"No Coverage",44,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
5188,"No Coverage",56,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
5189,"No Coverage",27,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
5190,"No Coverage",25,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
5191,"No Coverage",26,0,"Citizen","Divorced","Less than HS","White","Not in Labor Force"
5192,"No Coverage",24,0,"Citizen","Never Married","Undergraduate Degree","Black","Employed Civilian"
5193,"No Coverage",23,0,"Citizen","Never Married","HS Degree","White","Unemployed"
5194,"No Coverage",49,0,"Citizen","Divorced","Less than HS","Black","Employed Civilian"
5195,"No Coverage",19,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
5196,"No Coverage",25,0,"Non-citizen","Married","HS Degree","Black","Not in Labor Force"
5197,"No Coverage",29,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
5198,"No Coverage",43,0,"Citizen","Separated","Less than HS","Black","Not in Labor Force"
5199,"No Coverage",61,0,"Citizen","Married","Less than HS","Black","Not in Labor Force"
5200,"No Coverage",41,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
5201,"No Coverage",47,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
5202,"No Coverage",19,0,"Citizen","Never Married","HS Degree","Black","Unemployed"
5203,"No Coverage",23,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
5204,"No Coverage",52,0,"Citizen","Divorced","HS Degree","Black","Employed Civilian"
5205,"No Coverage",34,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
5206,"No Coverage",35,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
5207,"No Coverage",53,0,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
5208,"No Coverage",54,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
5209,"No Coverage",27,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
5210,"No Coverage",30,0,"Citizen","Married","Less than HS","White","Employed Civilian"
5211,"No Coverage",43,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
5212,"No Coverage",35,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
5213,"No Coverage",33,0,"Citizen","Divorced","HS Degree","Black","Employed Civilian"
5214,"No Coverage",48,0,"Citizen","Never Married","Undergraduate Degree","Black","Employed Civilian"
5215,"No Coverage",31,0,"Citizen","Separated","HS Degree","Black","Employed Civilian"
5216,"No Coverage",17,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
5217,"No Coverage",51,0,"Citizen","Divorced","Undergraduate Degree","White","Employed Civilian"
5218,"No Coverage",26,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
5219,"No Coverage",34,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
5220,"No Coverage",22,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
5221,"No Coverage",36,0,"Citizen","Separated","HS Degree","White","Employed Civilian"
5222,"No Coverage",19,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
5223,"No Coverage",19,0,"Citizen","Never Married","Less than HS","Black","Unemployed"
5224,"No Coverage",54,0,"Citizen","Married","HS Degree","White","Employed Civilian"
5225,"No Coverage",62,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
5226,"No Coverage",43,0,"Non-citizen","Married","Graduate Degree","Black","Not in Labor Force"
5227,"No Coverage",32,0,"Non-citizen","Never Married","HS Degree","Black","Unemployed"
5228,"No Coverage",57,0,"Citizen","Married","HS Degree","White","Unemployed"
5229,"No Coverage",54,0,"Citizen","Married","HS Degree","Two or More","Employed Civilian"
5230,"No Coverage",36,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
5231,"No Coverage",27,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
5232,"No Coverage",64,0,"Citizen","Married","HS Degree","Black","Not in Labor Force"
5233,"No Coverage",40,0,"Citizen","Never Married","HS Degree","Black","Unemployed"
5234,"No Coverage",64,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
5235,"No Coverage",30,0,"Non-citizen","Never Married","Undergraduate Degree","Asian","Not in Labor Force"
5236,"No Coverage",19,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
5237,"No Coverage",50,0,"Non-citizen","Never Married","HS Degree","White","Unemployed"
5238,"No Coverage",40,0,"Non-citizen","Married","Less than HS","White","Employed Civilian"
5239,"No Coverage",35,0,"Non-citizen","Never Married","Less than HS","White","Unemployed"
5240,"No Coverage",16,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
5241,"No Coverage",31,0,"Non-citizen","Never Married","HS Degree","Black","Not in Labor Force"
5242,"No Coverage",32,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
5243,"No Coverage",33,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
5244,"No Coverage",18,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
5245,"No Coverage",32,0,"Non-citizen","Married","Less than HS","Other","Employed Civilian"
5246,"No Coverage",32,0,"Non-citizen","Married","HS Degree","Other","Employed Civilian"
5247,"No Coverage",53,0,"Non-citizen","Widowed","Less than HS","Other","Not in Labor Force"
5248,"No Coverage",23,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
5249,"No Coverage",22,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
5250,"No Coverage",37,0,"Citizen","Married","HS Degree","White","Employed Civilian"
5251,"No Coverage",38,0,"Citizen","Married","HS Degree","White","Employed Civilian"
5252,"No Coverage",23,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
5253,"No Coverage",21,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
5254,"No Coverage",44,0,"Citizen","Married","HS Degree","White","Employed Civilian"
5255,"No Coverage",42,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
5256,"No Coverage",55,0,"Citizen","Never Married","HS Degree","White","Unemployed"
5257,"No Coverage",48,0,"Citizen","Widowed","HS Degree","White","Unemployed"
5258,"No Coverage",43,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
5259,"No Coverage",63,0,"Non-citizen","Divorced","Less than HS","Other","Employed Civilian"
5260,"No Coverage",48,0,"Citizen","Married","HS Degree","White","Employed Civilian"
5261,"No Coverage",48,0,"Citizen","Married","HS Degree","White","Employed Civilian"
5262,"No Coverage",19,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
5263,"No Coverage",48,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
5264,"No Coverage",36,0,"Citizen","Never Married","HS Degree","White","Unemployed"
5265,"No Coverage",47,0,"Citizen","Divorced","HS Degree","Black","Unemployed"
5266,"No Coverage",33,0,"Citizen","Divorced","HS Degree","White","Unemployed"
5267,"No Coverage",20,0,"Citizen","Never Married","HS Degree","Black","Unemployed"
5268,"No Coverage",23,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
5269,"No Coverage",38,0,"Citizen","Married","HS Degree","White","Employed Civilian"
5270,"No Coverage",38,0,"Citizen","Married","HS Degree","White","Employed Civilian"
5271,"No Coverage",56,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
5272,"No Coverage",34,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
5273,"No Coverage",35,0,"Citizen","Never Married","Less than HS","Asian","Employed Civilian"
5274,"No Coverage",30,0,"Non-citizen","Divorced","Less than HS","Asian","Employed Civilian"
5275,"No Coverage",23,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
5276,"No Coverage",48,0,"Non-citizen","Married","Less than HS","Other","Employed Civilian"
5277,"No Coverage",48,0,"Non-citizen","Married","Less than HS","Other","Not in Labor Force"
5278,"No Coverage",23,0,"Non-citizen","Never Married","Less than HS","Other","Employed Civilian"
5279,"No Coverage",42,0,"Citizen","Married","Less than HS","Black","Employed Civilian"
5280,"No Coverage",49,0,"Citizen","Divorced","Less than HS","White","Employed Civilian"
5281,"No Coverage",23,0,"Citizen","Never Married","Undergraduate Degree","Black","Employed Civilian"
5282,"No Coverage",42,0,"Citizen","Divorced","Less than HS","White","Employed Civilian"
5283,"No Coverage",25,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
